Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
403	2	Afrika ülkelerinden öğrenciler bulunduğu belirtildi . İtfaiye teşkilatı yetkilileri , yangının , çoğunlukla yabancı uyruklu öğrencilerin bulunduğu yatakhanenin iki ,	<<< üç ve dördüncü >>>	katlarında çıktığını belirttiler . İtfaiyecilerin , öğrencileri tahliye etmek amacıyla merdiven kullandığı ve yangının şafak sökmeden söndürüldüğü kaydedildi . İlk	Afrika_Noun ülkelerinden_Noun öğrenciler_Noun bulunduğu_Verb belirtildi_Verb ._Punc İtfaiye_Noun teşkilatı_Noun yetkilileri_Noun ,_Punc yangının_Noun ,_Punc çoğunlukla_Noun yabancı_Noun uyruklu_Adj öğrencilerin_Noun bulunduğu_Verb yatakhanenin_Noun iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	katlarında_Noun çıktığını_Verb belirttiler_Verb ._Punc İtfaiyecilerin_Noun ,_Punc öğrencileri_Noun tahliye_Noun etmek_Verb amacıyla_Noun merdiven_Noun kullandığı_Verb ve_Conj yangının_Noun şafak_Noun sökmeden_Verb söndürüldüğü_Verb kaydedildi_Verb ._Punc İlk_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=402&uT=y	401938456	401938458
404	2	az görüştüğümüz ve başka dünyalarda yaşayan , yani bizden farklı alanlarda çalışan kişiler olduğunu saptamış . Onlar çevremizin dört ,	<<< beş ve altıncı >>>	kademelerinde yer alırlar . Sosyologların zayıf bağlantı adını verdikleri bu kişilerdeki keramet şurada : Yakın tanıdıklarımız bizimle aynı çevreyi paylaşırlar	az_Adj görüştüğümüz_Verb ve_Conj başka_Adj dünyalarda_Noun yaşayan_Verb ,_Punc yani_Conj bizden_Pron farklı_Noun alanlarda_Noun çalışan_Verb kişiler_Noun olduğunu_Verb saptamış_Verb ._Punc Onlar_Pron çevremizin_Noun dört_Adj ,_Punc	<<< beş_Adj ve_Conj altıncı_Adj >>>	kademelerinde_Noun yer_Noun alırlar_Verb ._Punc Sosyologların_Noun zayıf_Adj bağlantı_Noun adını_Noun verdikleri_Verb bu_Det kişilerdeki_Noun keramet_Noun şurada_Noun :_Punc Yakın_Noun tanıdıklarımız_Verb bizimle_Noun aynı_Adj çevreyi_Noun paylaşırlar_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=403&uT=y	403147791	403147793
405	2	sağlık ocakları ve ana çocuk sağlığı merkezlerinde dört aylıkken bebekler başvurduğunda ... Üçüncü karma aşı için başvuruyorlar . İki ,	<<< üç ve dördüncü >>>	aylarda aşılama yapılıyor . Dört aylıkken bebekler , başvurduğunda ücretsiz demir damla sunuyor . Beş ay , dokuz aylığa gelene	sağlık_Noun ocakları_Noun ve_Conj ana_Noun çocuk_Noun sağlığı_Noun merkezlerinde_Noun dört_Adj aylıkken_Noun bebekler_Noun başvurduğunda_Verb ..._Punc Üçüncü_Adj karma_Adj aşı_Adj için_Postp başvuruyorlar_Verb ._Punc İki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	aylarda_Noun aşılama_Adj yapılıyor_Verb ._Punc Dört_Adj aylıkken_Noun bebekler_Noun ,_Punc başvurduğunda_Verb ücretsiz_Noun demir_Noun damla_Noun sunuyor_Verb ._Punc Beş_Adj ay_Noun ,_Punc dokuz_Adj aylığa_Noun gelene_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=404&uT=y	406310823	406310825
406	2	- Mercedes'ten Kimi Rakkionen aldı . Yarışta McLaren'den David Coulthard altı , Jordan'ın iki pilotu Timo Glock ile Nick Heidfeld	<<< yedi ve sekizinci >>>	oldu . Real Madrid'te 2 imza İspanya'nın Real Madrid takımının yıldız futbolcuları , Brezilyalı savunma oyuncusu Roberto Carlos ve İspanyol	-_Punc Mercedes'ten_Undef Kimi_Det Rakkionen_Undef aldı_Verb ._Punc Yarışta_Noun McLaren'den_Undef David_Noun Coulthard_Noun altı_Adj ,_Punc Jordan'ın_Undef iki_Adj pilotu_Noun Timo_Undef Glock_Undef ile_Postp Nick_Noun Heidfeld_Undef	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	oldu_Verb ._Punc Real_Noun Madrid'te_Undef 2_Num imza_Noun İspanya'nın_Undef Real_Noun Madrid_Noun takımının_Noun yıldız_Noun futbolcuları_Noun ,_Punc Brezilyalı_Noun savunma_Verb oyuncusu_Noun Roberto_Noun Carlos_Noun ve_Conj İspanyol_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=405&uT=y	409775799	409775801
407	2	, üç orta saha oyuncusu - biri Okan diğeri Emre'den iyi iki orta saha oyuncusu daha . Okan tamam şimdi	<<< iki ve üçüncü >>>	isim - , dağıtıcı ve iyi golcü ileri ikili Böyle bir düzenleme yeniden kreasyon gerekli Beşiktaş'a . İşte o gereklilik	,_Punc üç_Adj orta_Noun saha_Noun oyuncusu_Noun -_Punc biri_Pron Okan_Noun diğeri_Adj Emre'den_Undef iyi_Adj iki_Adj orta_Noun saha_Noun oyuncusu_Noun daha_Adv ._Punc Okan_Noun tamam_Noun şimdi_Adv	<<< iki_Adj ve_Conj üçüncü_Adj >>>	isim_Noun -_Punc ,_Punc dağıtıcı_Noun ve_Conj iyi_Adj golcü_Noun ileri_Noun ikili_Noun Böyle_Adj bir_Det düzenleme_Verb yeniden_Adv kreasyon_Noun gerekli_Noun Beşiktaş'a_Undef ._Punc İşte_Noun o_Det gereklilik_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=406&uT=y	409900160	409900162
408	2	suçunun beden ve ruh bakımından kendisini savunamayacak kişiye , kamu görevinin ve hizmet ilişkisinin sağladığı nüfuz kötüye kullanılarak , bir	<<< iki ve üçüncü >>>	derecede kan ve kayın hısımlığı ilişkisi içinde bulunan bir kişiye , silahla veya birden fazla kişi tarafından birlikte işlenmesi halinde	suçunun_Noun beden_Noun ve_Conj ruh_Noun bakımından_Noun kendisini_Pron savunamayacak_Verb kişiye_Noun ,_Punc kamu_Noun görevinin_Noun ve_Conj hizmet_Noun ilişkisinin_Noun sağladığı_Verb nüfuz_Noun kötüye_Adj kullanılarak_Verb ,_Punc bir_Det	<<< iki_Adj ve_Conj üçüncü_Adj >>>	derecede_Noun kan_Noun ve_Conj kayın_Adj hısımlığı_Noun ilişkisi_Noun içinde_Noun bulunan_Verb bir_Det kişiye_Noun ,_Punc silahla_Noun veya_Conj birden_Adv fazla_Adj kişi_Noun tarafından_Noun birlikte_Postp işlenmesi_Verb halinde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=407&uT=y	410660025	410660027
409	2	İspanyol Aitor Gonzalez De Galdeano etap birinciliğini elde ederken , Fransız bisikletçiler Nicolas Jalabert ve Christophe Mengin 25 saniye farkla	<<< iki ve üçüncü >>>	sıraları aldılar . Bu yıl 6'ıncı kez turu kazanarak bunu başaran ilk sporcu olmayı hedefleyen Birleşik Amerikalı Lance Armstrong ile	İspanyol_Adj Aitor_Undef Gonzalez_Noun De_Conj Galdeano_Undef etap_Noun birinciliğini_Adj elde_Noun ederken_Verb ,_Punc Fransız_Noun bisikletçiler_Noun Nicolas_Noun Jalabert_Undef ve_Conj Christophe_Undef Mengin_Noun 25_Num saniye_Noun farkla_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıraları_Noun aldılar_Verb ._Punc Bu_Det yıl_Noun 6'ıncı_Undef kez_Noun turu_Noun kazanarak_Verb bunu_Pron başaran_Verb ilk_Adj sporcu_Noun olmayı_Verb hedefleyen_Verb Birleşik_Adj Amerikalı_Noun Lance_Noun Armstrong_Noun ile_Postp	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=408&uT=y	410958016	410958018
410	2	ve doğduğu toprakları ziyaret etmek için Türkiye'ye gelen birinci kuşak gurbetçilerin aksine , Almanya'da doğan ya da yabancılarla evlilik yapan	<<< iki ve üçüncü >>>	kuşak gurbetçiler , ata yurtları olan Türkiye'yi , hasret gidermekten çok güneş ve kumuyla tatil yapılacak bir ülke olarak görmeye	ve_Conj doğduğu_Verb toprakları_Noun ziyaret_Noun etmek_Verb için_Postp Türkiye'ye_Undef gelen_Verb birinci_Adj kuşak_Noun gurbetçilerin_Noun aksine_Adv ,_Punc Almanya'da_Undef doğan_Noun ya_Conj da_Conj yabancılarla_Noun evlilik_Noun yapan_Verb	<<< iki_Adj ve_Conj üçüncü_Adj >>>	kuşak_Noun gurbetçiler_Noun ,_Punc ata_Noun yurtları_Noun olan_Verb Türkiye'yi_Undef ,_Punc hasret_Noun gidermekten_Verb çok_Adv güneş_Noun ve_Conj kumuyla_Noun tatil_Noun yapılacak_Verb bir_Det ülke_Noun olarak_Verb görmeye_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=409&uT=y	411550110	411550112
411	2	ve doğduğu toprakları ziyaret etmek için Türkiye'ye gelen birinci kuşak gurbetçilerin aksine , Almanya'da doğan ya da yabancılarla evlilik yapan	<<< iki ve üçüncü >>>	kuşak gurbetçiler , ata yurtları olan Türkiye'yi , hasret gidermekten çok güneş ve kumuyla tatil yapılacak bir ülke olarak görmeye	ve_Conj doğduğu_Verb toprakları_Noun ziyaret_Noun etmek_Verb için_Postp Türkiye'ye_Undef gelen_Verb birinci_Adj kuşak_Noun gurbetçilerin_Noun aksine_Adv ,_Punc Almanya'da_Undef doğan_Noun ya_Conj da_Conj yabancılarla_Noun evlilik_Noun yapan_Verb	<<< iki_Adj ve_Conj üçüncü_Adj >>>	kuşak_Noun gurbetçiler_Noun ,_Punc ata_Noun yurtları_Noun olan_Verb Türkiye'yi_Undef ,_Punc hasret_Noun gidermekten_Verb çok_Adv güneş_Noun ve_Conj kumuyla_Noun tatil_Noun yapılacak_Verb bir_Det ülke_Noun olarak_Verb görmeye_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=410&uT=y	411550216	411550218
412	2	bir tanesi de Anadolu’da bir kızım var , öğretmen olacak projemiz . Bu projeyle 2004 - 2005 öğretim yılında ilköğretimin	<<< yedi ve sekizinci >>>	sınıflarına devamı , aileleri tarafından ekonomik nedenle ya da köyden şehire taşımacılıkta başına bir şey gelir , endişesiyle , gönderilmeyen	bir_Det tanesi_Noun de_Conj Anadolu’da_Noun bir_Det kızım_Noun var_Adj ,_Punc öğretmen_Noun olacak_Verb projemiz_Noun ._Punc Bu_Det projeyle_Noun 2004_Num -_Punc 2005_Num öğretim_Noun yılında_Noun ilköğretimin_Noun	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	sınıflarına_Noun devamı_Noun ,_Punc aileleri_Noun tarafından_Noun ekonomik_Adj nedenle_Noun ya_Conj da_Conj köyden_Noun şehire_Undef taşımacılıkta_Noun başına_Noun bir_Det şey_Noun gelir_Noun ,_Punc endişesiyle_Noun ,_Punc gönderilmeyen_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=411&uT=y	412260785	412260787
413	2	Wilfred Bungei'ın 1.44.28'le birinci olduğu yarışı Yuri Borzakowsky ikinci , 1.45'in altında koşan diğer atletler ; Chehibi ve Sepeng de	<<< üç ve dördüncü >>>	sırada tamamladı . Kaybeden atletler arsaında en hızlı ikisi de ikinci seriden çıktı . FBI'dan siber suçlulara tarihi darbe Federal	Wilfred_Undef Bungei'ın_Undef 1.44.28'le_Undef birinci_Adj olduğu_Verb yarışı_Noun Yuri_Undef Borzakowsky_Undef ikinci_Adj ,_Punc 1.45'in_Undef altında_Noun koşan_Verb diğer_Adj atletler_Noun ;_Punc Chehibi_Undef ve_Conj Sepeng_Undef de_Conj	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sırada_Noun tamamladı_Verb ._Punc Kaybeden_Verb atletler_Noun arsaında_Undef en_Adv hızlı_Noun ikisi_Adj de_Conj ikinci_Adj seriden_Noun çıktı_Verb ._Punc FBI'dan_Undef siber_Undef suçlulara_Noun tarihi_Noun darbe_Noun Federal_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=412&uT=y	412299657	412299659
414	2	- 5 Ekim tarihleri arasında başvuruda bulunabilecek . Başkan seçimi gizli oyla yapılacak . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranacak . Üçüncü oylamada salt çoğunluk sağlanamazsa , bu oylamada en çok oy alan iki	-_Punc 5_Num Ekim_Noun tarihleri_Noun arasında_Noun başvuruda_Noun bulunabilecek_Verb ._Punc Başkan_Noun seçimi_Noun gizli_Adj oyla_Pron yapılacak_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranacak_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv çoğunluk_Noun sağlanamazsa_Verb ,_Punc bu_Det oylamada_Verb en_Adv çok_Adv oy_Noun alan_Verb iki_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=413&uT=y	413662361	413662363
415	2	bir durum bulunmadığını belirtti . Birinci makinist Fikret Karabulut da , kaza öncesinde her şeyin normal olduğunu , aynadan baktığında	<<< bir ve ikinci >>>	vagonun devrilişini gördüğünü belirtti . Karabulut , proje uygulamaya konulmadan önce , yöneticilere altyapının uygun olmadığını defalarca söylediklerini de vurguladı	bir_Det durum_Noun bulunmadığını_Verb belirtti_Verb ._Punc Birinci_Adj makinist_Noun Fikret_Noun Karabulut_Noun da_Conj ,_Punc kaza_Noun öncesinde_Noun her_Det şeyin_Noun normal_Adj olduğunu_Verb ,_Punc aynadan_Noun baktığında_Verb	<<< bir_Det ve_Conj ikinci_Adj >>>	vagonun_Noun devrilişini_Verb gördüğünü_Verb belirtti_Verb ._Punc Karabulut_Noun ,_Punc proje_Noun uygulamaya_Noun konulmadan_Verb önce_Postp ,_Punc yöneticilere_Noun altyapının_Noun uygun_Adj olmadığını_Verb defalarca_Adv söylediklerini_Verb de_Conj vurguladı_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=414&uT=y	413753207	413753209
416	2	kaynaklar ve kişiler belirtilecek . Sözlü ve yazılı notları arasında izah edilemeyen bir fark olursa nedeni araştırılacak . Bir ,	<<< iki ve üçüncü >>>	sınıf öğrencileri sınıf geçmede güçlükle karşılaşırsa durumları görüşülerek sınıf geçmelerine veya yetiştirme kurslarına alınmalarına karar verilecek . Yetiştirme kursunda alınacak	kaynaklar_Noun ve_Conj kişiler_Noun belirtilecek_Verb ._Punc Sözlü_Noun ve_Conj yazılı_Noun notları_Noun arasında_Noun izah_Noun edilemeyen_Verb bir_Det fark_Noun olursa_Verb nedeni_Noun araştırılacak_Verb ._Punc Bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıf_Noun öğrencileri_Noun sınıf_Noun geçmede_Verb güçlükle_Noun karşılaşırsa_Verb durumları_Noun görüşülerek_Verb sınıf_Noun geçmelerine_Verb veya_Conj yetiştirme_Verb kurslarına_Noun alınmalarına_Verb karar_Noun verilecek_Verb ._Punc Yetiştirme_Verb kursunda_Noun alınacak_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=415&uT=y	414435566	414435568
417	2	kurslarına alınmalarına karar verilecek . Yetiştirme kursunda alınacak ders sayısı 3'ten fazla olmayacak . Seviye tespit sınavlarına sadece altı ,	<<< yedi ve sekizinci >>>	sınıflar katılacak . Okulu zamanında bitiremeyenlere dört eğitim yılı daha devam imkanı verilebilecek . Aylık ders saatini dolduramayanlar müzik ,	kurslarına_Noun alınmalarına_Verb karar_Noun verilecek_Verb ._Punc Yetiştirme_Verb kursunda_Noun alınacak_Verb ders_Noun sayısı_Noun 3'ten_Undef fazla_Adj olmayacak_Verb ._Punc Seviye_Noun tespit_Noun sınavlarına_Noun sadece_Adv altı_Adj ,_Punc	<<< yedi_Adj ve_Conj sekizinci_Adj >>>	sınıflar_Noun katılacak_Verb ._Punc Okulu_Noun zamanında_Noun bitiremeyenlere_Verb dört_Adj eğitim_Noun yılı_Noun daha_Adv devam_Noun imkanı_Noun verilebilecek_Verb ._Punc Aylık_Noun ders_Noun saatini_Noun dolduramayanlar_Verb müzik_Noun ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=416&uT=y	414435601	414435603
418	2	Cumhurbaşkanı Ahmet Necdet Sezer , Ramazan Bayramı'nı Ankara'da geçirecek . Alınan bilgiye göre , Başbakan Recep Tayyip Erdoğan , bayramın	<<< bir ve ikinci >>>	günlerini İstanbul'da geçirirken , son günü Lüksemburg'a gidecek . CHP Genel Başkanı Deniz Baykal ise bayramı yurtdışında geçirecek . 15	Cumhurbaşkanı_Noun Ahmet_Noun Necdet_Noun Sezer_Noun ,_Punc Ramazan_Noun Bayramı'nı_Undef Ankara'da_Undef geçirecek_Verb ._Punc Alınan_Verb bilgiye_Noun göre_Postp ,_Punc Başbakan_Noun Recep_Noun Tayyip_Noun Erdoğan_Noun ,_Punc bayramın_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	günlerini_Noun İstanbul'da_Undef geçirirken_Verb ,_Punc son_Adj günü_Noun Lüksemburg'a_Undef gidecek_Verb ._Punc CHP_Noun Genel_Adj Başkanı_Noun Deniz_Noun Baykal_Noun ise_Verb bayramı_Noun yurtdışında_Undef geçirecek_Verb ._Punc 15_Num	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=417&uT=y	414795854	414795856
419	2	girerken , üçüncü olan sekiz takım Kupa - 2 olarak adlandırılan Kupa Galipleri Kupası'nda 3.turdan itibaren ter dökecek . Kurada	<<< bir ve ikinci >>>	torbaya girecek ekipler şöyle : 6.HAFTA TOPLU SONUÇLAR : Barcelona - Pics Szeged : 35 - 26 , Vardar -	girerken_Verb ,_Punc üçüncü_Adj olan_Verb sekiz_Adj takım_Noun Kupa_Noun -_Punc 2_Num olarak_Verb adlandırılan_Noun Kupa_Noun Galipleri_Noun Kupası'nda_Undef 3.turdan_Undef itibaren_Postp ter_Noun dökecek_Verb ._Punc Kurada_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	torbaya_Noun girecek_Verb ekipler_Noun şöyle_Adv :_Punc 6.HAFTA_Undef TOPLU_Adj SONUÇLAR_Noun :_Punc Barcelona_Noun -_Punc Pics_Undef Szeged_Undef :_Punc 35_Num -_Punc 26_Num ,_Punc Vardar_Noun -_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=418&uT=y	414944905	414944907
420	2	diş fırçalama alışkanlığının yok denecek kadar az olduğunu ve bazı ailelerde bir fırçayı bütün aile üyelerinin kullandığını belirledik . İlköğretim	<<< bir ve ikinci >>>	sınıflarında verdiğimiz bu eğitimle , çocuklara doğru diş fırçalamayı ve diş fırçalamanın faydalarını anlatıyoruz . Hafta boyunca , tarama ve	diş_Noun fırçalama_Verb alışkanlığının_Adj yok_Adj denecek_Verb kadar_Postp az_Adj olduğunu_Verb ve_Conj bazı_Adj ailelerde_Noun bir_Det fırçayı_Noun bütün_Adj aile_Noun üyelerinin_Noun kullandığını_Verb belirledik_Verb ._Punc İlköğretim_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	sınıflarında_Noun verdiğimiz_Verb bu_Det eğitimle_Noun ,_Punc çocuklara_Noun doğru_Adj diş_Noun fırçalamayı_Verb ve_Conj diş_Noun fırçalamanın_Verb faydalarını_Noun anlatıyoruz_Verb ._Punc Hafta_Noun boyunca_Postp ,_Punc tarama_Noun ve_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=419&uT=y	415157079	415157081
421	2	: Kişinin ruhsatsız ya da ruhsata aykırı olarak yaptığı veya yaptırdığı binayı imar planına ve ruhsatına uygun hale getirilmesi halinde	<<< bir ve ikinci >>>	fıkra hükümleri gereğince kamu davası açılamaz , açılmış olan kamu davası düşer , mahkum olunan ceza bütün sonuçlarıyla ortadan kalkar	:_Punc Kişinin_Noun ruhsatsız_Noun ya_Conj da_Conj ruhsata_Noun aykırı_Adj olarak_Verb yaptığı_Verb veya_Conj yaptırdığı_Verb binayı_Noun imar_Noun planına_Noun ve_Conj ruhsatına_Noun uygun_Adj hale_Noun getirilmesi_Verb halinde_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	fıkra_Noun hükümleri_Noun gereğince_Adv kamu_Noun davası_Noun açılamaz_Verb ,_Punc açılmış_Verb olan_Verb kamu_Noun davası_Noun düşer_Verb ,_Punc mahkum_Adj olunan_Verb ceza_Noun bütün_Adj sonuçlarıyla_Noun ortadan_Noun kalkar_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=420&uT=y	415400735	415400737
422	2	keleş varsa veya silah varsa veya cismen , şeklen de tanıyıp tanıyamama , görüp görememe imkanını araştırdık . Çocuğun sırtında	<<< dört ve sekizinci >>>	omurgalar , özellikle ikinci adli tıp raporunun , yani ilk andaki Kızıltepe Devlet Hastanesi’nde verilen şeklen yapılmış bir adli incelemedir	keleş_Noun varsa_Adj veya_Conj silah_Noun varsa_Adj veya_Conj cismen_Adv ,_Punc şeklen_Adv de_Conj tanıyıp_Verb tanıyamama_Verb ,_Punc görüp_Verb görememe_Verb imkanını_Noun araştırdık_Verb ._Punc Çocuğun_Noun sırtında_Noun	<<< dört_Adj ve_Conj sekizinci_Adj >>>	omurgalar_Noun ,_Punc özellikle_Adv ikinci_Adj adli_Adj tıp_Noun raporunun_Noun ,_Punc yani_Conj ilk_Adj andaki_Noun Kızıltepe_Noun Devlet_Noun Hastanesi’nde_Noun verilen_Verb şeklen_Adv yapılmış_Verb bir_Det adli_Adj incelemedir_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=421&uT=y	416747573	416747575
423	2	halindeki bir kişiye , karşılıklı ateş edildiği zaman kurşunlar vücuda değişik yerlerden değişik istikametlerden girer ve çıkar ... Çocuğun sırtında	<<< dört ve sekizinci >>>	omurga arasında altı tane kurşun yukarıdan aşağıya bitişik bir şekilde yanyana dizilidir . Bu hareket halindeki böyle bir atış alması	halindeki_Noun bir_Det kişiye_Noun ,_Punc karşılıklı_Noun ateş_Noun edildiği_Verb zaman_Noun kurşunlar_Noun vücuda_Noun değişik_Adj yerlerden_Noun değişik_Adj istikametlerden_Noun girer_Verb ve_Conj çıkar_Noun ..._Punc Çocuğun_Noun sırtında_Noun	<<< dört_Adj ve_Conj sekizinci_Adj >>>	omurga_Noun arasında_Noun altı_Adj tane_Noun kurşun_Noun yukarıdan_Noun aşağıya_Noun bitişik_Adj bir_Det şekilde_Noun yanyana_Undef dizilidir_Noun ._Punc Bu_Det hareket_Noun halindeki_Noun böyle_Adj bir_Det atış_Verb alması_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=422&uT=y	416747699	416747701
424	2	uygulamalara nazaran çok daha iyi bir gelişme diye düşünüyoruz . Hakan Duran ( Memur ) : İlk ve açıktan atamalar	<<< beş ve altıncı >>>	bölgelerden yapılıyor . İyi ama ben kadro derece ve yıl olarak eşimden kıdemliyim ve doğu hizmetimi fazlasıyla yaptım . Kanuna	uygulamalara_Noun nazaran_Postp çok_Adv daha_Adv iyi_Adj bir_Det gelişme_Verb diye_Postp düşünüyoruz_Verb ._Punc Hakan_Noun Duran_Verb (_Punc Memur_Noun )_Punc :_Punc İlk_Adj ve_Conj açıktan_Adv atamalar_Verb	<<< beş_Adj ve_Conj altıncı_Adj >>>	bölgelerden_Noun yapılıyor_Verb ._Punc İyi_Adj ama_Conj ben_Pron kadro_Noun derece_Noun ve_Conj yıl_Noun olarak_Verb eşimden_Noun kıdemliyim_Noun ve_Conj doğu_Noun hizmetimi_Noun fazlasıyla_Adv yaptım_Verb ._Punc Kanuna_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=423&uT=y	418784355	418784357
425	2	sezonki 3'üncü zaferine ulaştı . Yarışın geçen yılki galibi Petter Solberg ikinci , Peugeot pilotları Marcus Grönholm ile Markko Martin	<<< üç ve dördüncü >>>	sıraları aldılar . Ford sürücüleri Toni Gardemeister 5 , Roman Kresta 6 , Anthony Warmbold 7'inci sırada finiş görürken ,	sezonki_Noun 3'üncü_Undef zaferine_Noun ulaştı_Verb ._Punc Yarışın_Noun geçen_Adj yılki_Noun galibi_Adj Petter_Undef Solberg_Undef ikinci_Adj ,_Punc Peugeot_Noun pilotları_Noun Marcus_Noun Grönholm_Undef ile_Postp Markko_Undef Martin_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sıraları_Noun aldılar_Verb ._Punc Ford_Noun sürücüleri_Noun Toni_Undef Gardemeister_Undef 5_Num ,_Punc Roman_Noun Kresta_Undef 6_Num ,_Punc Anthony_Noun Warmbold_Undef 7'inci_Undef sırada_Noun finiş_Noun görürken_Verb ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=424&uT=y	420546960	420546962
426	2	geçmişi ile Sultanahmet'in günümüze yansıyan en modern binalarından birinde yer alıyor . Tarihi Divan Yolu üzerine kurulu binanın beş ,	<<< altı ve yedinci >>>	katlarındaki Cozy Balık , lezzetin ve misafirperverliğin yanında bütçenize uygun fiyatları ile de müdavimi olmanıza aday . Özellike anneler gününde	geçmişi_Noun ile_Postp Sultanahmet'in_Undef günümüze_Noun yansıyan_Verb en_Adv modern_Adj binalarından_Noun birinde_Pron yer_Noun alıyor_Verb ._Punc Tarihi_Noun Divan_Noun Yolu_Noun üzerine_Noun kurulu_Noun binanın_Noun beş_Adj ,_Punc	<<< altı_Adj ve_Conj yedinci_Adj >>>	katlarındaki_Noun Cozy_Undef Balık_Noun ,_Punc lezzetin_Noun ve_Conj misafirperverliğin_Noun yanında_Noun bütçenize_Noun uygun_Adj fiyatları_Noun ile_Postp de_Conj müdavimi_Adj olmanıza_Verb aday_Noun ._Punc Özellike_Undef anneler_Noun gününde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrfkcw5df&batch=425&uT=y	420658992	420658994
