Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
301	2	alıkonulmasın . Böyle önemli bir husus var . Bu kanunun	<<< iki ve üçüncü >>>	maddesi . Yani , kesinleşmiş vergi borçları ve de ihtilaflı	alıkonulmasın_Verb ._Punc Böyle_Adj önemli_Noun bir_Det husus_Noun var_Adj ._Punc Bu_Det kanunun_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	maddesi_Noun ._Punc Yani_Conj ,_Punc kesinleşmiş_Adj vergi_Noun borçları_Noun ve_Conj de_Conj ihtilaflı_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=300&uT=y	392671774	392671776
302	2	. Her iki oyuncunun da Cumartesi ve Pazar günleri oynanacak	<<< üç ve dördüncü >>>	maçlarda oynayıp oynamayacakları henüz belli değil . Webber 29 dakika	._Punc Her_Det iki_Adj oyuncunun_Noun da_Conj Cumartesi_Noun ve_Conj Pazar_Noun günleri_Noun oynanacak_Verb	<<< üç_Adj ve_Conj dördüncü_Adj >>>	maçlarda_Noun oynayıp_Verb oynamayacakları_Verb henüz_Adv belli_Adj değil_Conj ._Punc Webber_Undef 29_Num dakika_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=301&uT=y	395408106	395408108
303	2	zam ve yüzde 10 refah payı eklenmesini ; iki ,	<<< üç ve dördüncü >>>	6 aylar için de gerçekleşen enflasyon oranında zam ve yüzde	zam_Noun ve_Conj yüzde_Adj 10_Num refah_Noun payı_Noun eklenmesini_Verb ;_Punc iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	6_Num aylar_Noun için_Postp de_Conj gerçekleşen_Noun enflasyon_Noun oranında_Noun zam_Noun ve_Conj yüzde_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=302&uT=y	396325564	396325566
304	2	oranında zam ve yüzde 10 refah payı , iki ,	<<< üç ve dördüncü >>>	6 aylar için ise gerçekleşen enflasyon oranında zam ve yüzde	oranında_Noun zam_Noun ve_Conj yüzde_Adj 10_Num refah_Noun payı_Noun ,_Punc iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	6_Num aylar_Noun için_Postp ise_Verb gerçekleşen_Noun enflasyon_Noun oranında_Noun zam_Noun ve_Conj yüzde_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=303&uT=y	396965039	396965041
305	2	gerçekleştirilen görüşme sonrası açıklamasında , ikinci ay yüzde 9 ,	<<< üç ve dördüncü >>>	alt aylar için ise yüzde 5'lik artış sağlandığını kaydetti .	gerçekleştirilen_Noun görüşme_Noun sonrası_Noun açıklamasında_Verb ,_Punc ikinci_Adj ay_Noun yüzde_Adj 9_Num ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	alt_Noun aylar_Noun için_Postp ise_Verb yüzde_Adj 5'lik_Undef artış_Verb sağlandığını_Verb kaydetti_Verb ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=304&uT=y	397414899	397414901
306	2	üçüncü ve dördüncü evre hemoroitlere cerrahi tedavi uyguluyoruz . Zaten	<<< üç ve dördüncü >>>	evre hemoroitlerde de bu konservatif tedavi yöntemlerinin uygulanması uygun değil	üçüncü_Adj ve_Conj dördüncü_Adj evre_Noun hemoroitlere_Noun cerrahi_Noun tedavi_Noun uyguluyoruz_Verb ._Punc Zaten_Adv	<<< üç_Adj ve_Conj dördüncü_Adj >>>	evre_Noun hemoroitlerde_Noun de_Conj bu_Det konservatif_Undef tedavi_Noun yöntemlerinin_Noun uygulanması_Verb uygun_Adj değil_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=305&uT=y	398785043	398785045
307	2	Sarıhan vardı . Hitit Rallisi'nin ilk gününü rahat bir tempoda	<<< bir ve ikinci >>>	sırada bitiren Ford Hazır Kart ekibinin iki tecrübeli pilotu takım	Sarıhan_Noun vardı_Verb ._Punc Hitit_Noun Rallisi'nin_Undef ilk_Adj gününü_Noun rahat_Adj bir_Det tempoda_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	sırada_Noun bitiren_Verb Ford_Noun Hazır_Adj Kart_Noun ekibinin_Noun iki_Adj tecrübeli_Noun pilotu_Noun takım_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=306&uT=y	399660947	399660949
308	2	yangının , çoğunlukla yabancı uyruklu öğrencilerin bulunduğu yatakhanenin iki ,	<<< üç ve dördüncü >>>	katlarında çıktığını belirttiler . İtfaiyecilerin , öğrencileri tahliye etmek amacıyla	yangının_Noun ,_Punc çoğunlukla_Noun yabancı_Noun uyruklu_Adj öğrencilerin_Noun bulunduğu_Verb yatakhanenin_Noun iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	katlarında_Noun çıktığını_Verb belirttiler_Verb ._Punc İtfaiyecilerin_Noun ,_Punc öğrencileri_Noun tahliye_Noun etmek_Verb amacıyla_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=307&uT=y	401938456	401938458
309	2	alanlarda çalışan kişiler olduğunu saptamış . Onlar çevremizin dört ,	<<< beş ve altıncı >>>	kademelerinde yer alırlar . Sosyologların zayıf bağlantı adını verdikleri bu	alanlarda_Noun çalışan_Verb kişiler_Noun olduğunu_Verb saptamış_Verb ._Punc Onlar_Pron çevremizin_Noun dört_Adj ,_Punc	<<< beş_Adj ve_Conj altıncı_Adj >>>	kademelerinde_Noun yer_Noun alırlar_Verb ._Punc Sosyologların_Noun zayıf_Adj bağlantı_Noun adını_Noun verdikleri_Verb bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=308&uT=y	403147791	403147793
310	2	başvurduğunda ... Üçüncü karma aşı için başvuruyorlar . İki ,	<<< üç ve dördüncü >>>	aylarda aşılama yapılıyor . Dört aylıkken bebekler , başvurduğunda ücretsiz	başvurduğunda_Verb ..._Punc Üçüncü_Adj karma_Adj aşı_Adj için_Postp başvuruyorlar_Verb ._Punc İki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	aylarda_Noun aşılama_Adj yapılıyor_Verb ._Punc Dört_Adj aylıkken_Noun bebekler_Noun ,_Punc başvurduğunda_Verb ücretsiz_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=309&uT=y	406310823	406310825
311	2	iyi iki orta saha oyuncusu daha . Okan tamam şimdi	<<< iki ve üçüncü >>>	isim - , dağıtıcı ve iyi golcü ileri ikili Böyle	iyi_Adj iki_Adj orta_Noun saha_Noun oyuncusu_Noun daha_Adv ._Punc Okan_Noun tamam_Noun şimdi_Adv	<<< iki_Adj ve_Conj üçüncü_Adj >>>	isim_Noun -_Punc ,_Punc dağıtıcı_Noun ve_Conj iyi_Adj golcü_Noun ileri_Noun ikili_Noun Böyle_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=310&uT=y	409900160	409900162
312	2	görevinin ve hizmet ilişkisinin sağladığı nüfuz kötüye kullanılarak , bir	<<< iki ve üçüncü >>>	derecede kan ve kayın hısımlığı ilişkisi içinde bulunan bir kişiye	görevinin_Noun ve_Conj hizmet_Noun ilişkisinin_Noun sağladığı_Verb nüfuz_Noun kötüye_Adj kullanılarak_Verb ,_Punc bir_Det	<<< iki_Adj ve_Conj üçüncü_Adj >>>	derecede_Noun kan_Noun ve_Conj kayın_Adj hısımlığı_Noun ilişkisi_Noun içinde_Noun bulunan_Verb bir_Det kişiye_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=311&uT=y	410660025	410660027
313	2	Fransız bisikletçiler Nicolas Jalabert ve Christophe Mengin 25 saniye farkla	<<< iki ve üçüncü >>>	sıraları aldılar . Bu yıl 6'ıncı kez turu kazanarak bunu	Fransız_Noun bisikletçiler_Noun Nicolas_Noun Jalabert_Undef ve_Conj Christophe_Undef Mengin_Noun 25_Num saniye_Noun farkla_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıraları_Noun aldılar_Verb ._Punc Bu_Det yıl_Noun 6'ıncı_Undef kez_Noun turu_Noun kazanarak_Verb bunu_Pron	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=312&uT=y	410958016	410958018
314	2	gurbetçilerin aksine , Almanya'da doğan ya da yabancılarla evlilik yapan	<<< iki ve üçüncü >>>	kuşak gurbetçiler , ata yurtları olan Türkiye'yi , hasret gidermekten	gurbetçilerin_Noun aksine_Adv ,_Punc Almanya'da_Undef doğan_Noun ya_Conj da_Conj yabancılarla_Noun evlilik_Noun yapan_Verb	<<< iki_Adj ve_Conj üçüncü_Adj >>>	kuşak_Noun gurbetçiler_Noun ,_Punc ata_Noun yurtları_Noun olan_Verb Türkiye'yi_Undef ,_Punc hasret_Noun gidermekten_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=313&uT=y	411550110	411550112
315	2	gurbetçilerin aksine , Almanya'da doğan ya da yabancılarla evlilik yapan	<<< iki ve üçüncü >>>	kuşak gurbetçiler , ata yurtları olan Türkiye'yi , hasret gidermekten	gurbetçilerin_Noun aksine_Adv ,_Punc Almanya'da_Undef doğan_Noun ya_Conj da_Conj yabancılarla_Noun evlilik_Noun yapan_Verb	<<< iki_Adj ve_Conj üçüncü_Adj >>>	kuşak_Noun gurbetçiler_Noun ,_Punc ata_Noun yurtları_Noun olan_Verb Türkiye'yi_Undef ,_Punc hasret_Noun gidermekten_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=314&uT=y	411550216	411550218
316	2	1.45'in altında koşan diğer atletler ; Chehibi ve Sepeng de	<<< üç ve dördüncü >>>	sırada tamamladı . Kaybeden atletler arsaında en hızlı ikisi de	1.45'in_Undef altında_Noun koşan_Verb diğer_Adj atletler_Noun ;_Punc Chehibi_Undef ve_Conj Sepeng_Undef de_Conj	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sırada_Noun tamamladı_Verb ._Punc Kaybeden_Verb atletler_Noun arsaında_Undef en_Adv hızlı_Noun ikisi_Adj de_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=315&uT=y	412299657	412299659
317	2	gizli oyla yapılacak . İlk iki oylamada üye tamsayısının üçte	<<< iki ve üçüncü >>>	oylamada üye tamsayısının salt çoğunluğu aranacak . Üçüncü oylamada salt	gizli_Adj oyla_Pron yapılacak_Verb ._Punc İlk_Adj iki_Adj oylamada_Verb üye_Noun tamsayısının_Noun üçte_Adj	<<< iki_Adj ve_Conj üçüncü_Adj >>>	oylamada_Verb üye_Noun tamsayısının_Noun salt_Adv çoğunluğu_Noun aranacak_Verb ._Punc Üçüncü_Adj oylamada_Verb salt_Adv	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=316&uT=y	413662361	413662363
318	2	, kaza öncesinde her şeyin normal olduğunu , aynadan baktığında	<<< bir ve ikinci >>>	vagonun devrilişini gördüğünü belirtti . Karabulut , proje uygulamaya konulmadan	,_Punc kaza_Noun öncesinde_Noun her_Det şeyin_Noun normal_Adj olduğunu_Verb ,_Punc aynadan_Noun baktığında_Verb	<<< bir_Det ve_Conj ikinci_Adj >>>	vagonun_Noun devrilişini_Verb gördüğünü_Verb belirtti_Verb ._Punc Karabulut_Noun ,_Punc proje_Noun uygulamaya_Noun konulmadan_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=317&uT=y	413753207	413753209
319	2	izah edilemeyen bir fark olursa nedeni araştırılacak . Bir ,	<<< iki ve üçüncü >>>	sınıf öğrencileri sınıf geçmede güçlükle karşılaşırsa durumları görüşülerek sınıf geçmelerine	izah_Noun edilemeyen_Verb bir_Det fark_Noun olursa_Verb nedeni_Noun araştırılacak_Verb ._Punc Bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıf_Noun öğrencileri_Noun sınıf_Noun geçmede_Verb güçlükle_Noun karşılaşırsa_Verb durumları_Noun görüşülerek_Verb sınıf_Noun geçmelerine_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=318&uT=y	414435566	414435568
320	2	Alınan bilgiye göre , Başbakan Recep Tayyip Erdoğan , bayramın	<<< bir ve ikinci >>>	günlerini İstanbul'da geçirirken , son günü Lüksemburg'a gidecek . CHP	Alınan_Verb bilgiye_Noun göre_Postp ,_Punc Başbakan_Noun Recep_Noun Tayyip_Noun Erdoğan_Noun ,_Punc bayramın_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	günlerini_Noun İstanbul'da_Undef geçirirken_Verb ,_Punc son_Adj günü_Noun Lüksemburg'a_Undef gidecek_Verb ._Punc CHP_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=319&uT=y	414795854	414795856
321	2	adlandırılan Kupa Galipleri Kupası'nda 3.turdan itibaren ter dökecek . Kurada	<<< bir ve ikinci >>>	torbaya girecek ekipler şöyle : 6.HAFTA TOPLU SONUÇLAR : Barcelona	adlandırılan_Noun Kupa_Noun Galipleri_Noun Kupası'nda_Undef 3.turdan_Undef itibaren_Postp ter_Noun dökecek_Verb ._Punc Kurada_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	torbaya_Noun girecek_Verb ekipler_Noun şöyle_Adv :_Punc 6.HAFTA_Undef TOPLU_Adj SONUÇLAR_Noun :_Punc Barcelona_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=320&uT=y	414944905	414944907
322	2	ailelerde bir fırçayı bütün aile üyelerinin kullandığını belirledik . İlköğretim	<<< bir ve ikinci >>>	sınıflarında verdiğimiz bu eğitimle , çocuklara doğru diş fırçalamayı ve	ailelerde_Noun bir_Det fırçayı_Noun bütün_Adj aile_Noun üyelerinin_Noun kullandığını_Verb belirledik_Verb ._Punc İlköğretim_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	sınıflarında_Noun verdiğimiz_Verb bu_Det eğitimle_Noun ,_Punc çocuklara_Noun doğru_Adj diş_Noun fırçalamayı_Verb ve_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=321&uT=y	415157079	415157081
323	2	yaptırdığı binayı imar planına ve ruhsatına uygun hale getirilmesi halinde	<<< bir ve ikinci >>>	fıkra hükümleri gereğince kamu davası açılamaz , açılmış olan kamu	yaptırdığı_Verb binayı_Noun imar_Noun planına_Noun ve_Conj ruhsatına_Noun uygun_Adj hale_Noun getirilmesi_Verb halinde_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	fıkra_Noun hükümleri_Noun gereğince_Adv kamu_Noun davası_Noun açılamaz_Verb ,_Punc açılmış_Verb olan_Verb kamu_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=322&uT=y	415400735	415400737
324	2	tanıyıp tanıyamama , görüp görememe imkanını araştırdık . Çocuğun sırtında	<<< dört ve sekizinci >>>	omurgalar , özellikle ikinci adli tıp raporunun , yani ilk	tanıyıp_Verb tanıyamama_Verb ,_Punc görüp_Verb görememe_Verb imkanını_Noun araştırdık_Verb ._Punc Çocuğun_Noun sırtında_Noun	<<< dört_Adj ve_Conj sekizinci_Adj >>>	omurgalar_Noun ,_Punc özellikle_Adv ikinci_Adj adli_Adj tıp_Noun raporunun_Noun ,_Punc yani_Conj ilk_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=323&uT=y	416747573	416747575
325	2	değişik yerlerden değişik istikametlerden girer ve çıkar ... Çocuğun sırtında	<<< dört ve sekizinci >>>	omurga arasında altı tane kurşun yukarıdan aşağıya bitişik bir şekilde	değişik_Adj yerlerden_Noun değişik_Adj istikametlerden_Noun girer_Verb ve_Conj çıkar_Noun ..._Punc Çocuğun_Noun sırtında_Noun	<<< dört_Adj ve_Conj sekizinci_Adj >>>	omurga_Noun arasında_Noun altı_Adj tane_Noun kurşun_Noun yukarıdan_Noun aşağıya_Noun bitişik_Adj bir_Det şekilde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=324&uT=y	416747699	416747701
326	2	Hakan Duran ( Memur ) : İlk ve açıktan atamalar	<<< beş ve altıncı >>>	bölgelerden yapılıyor . İyi ama ben kadro derece ve yıl	Hakan_Noun Duran_Verb (_Punc Memur_Noun )_Punc :_Punc İlk_Adj ve_Conj açıktan_Adv atamalar_Verb	<<< beş_Adj ve_Conj altıncı_Adj >>>	bölgelerden_Noun yapılıyor_Verb ._Punc İyi_Adj ama_Conj ben_Pron kadro_Noun derece_Noun ve_Conj yıl_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=325&uT=y	418784355	418784357
327	2	Solberg ikinci , Peugeot pilotları Marcus Grönholm ile Markko Martin	<<< üç ve dördüncü >>>	sıraları aldılar . Ford sürücüleri Toni Gardemeister 5 , Roman	Solberg_Undef ikinci_Adj ,_Punc Peugeot_Noun pilotları_Noun Marcus_Noun Grönholm_Undef ile_Postp Markko_Undef Martin_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sıraları_Noun aldılar_Verb ._Punc Ford_Noun sürücüleri_Noun Toni_Undef Gardemeister_Undef 5_Num ,_Punc Roman_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=326&uT=y	420546960	420546962
328	2	Başkanı Axel Weber , büyüme verilerine yönelik değerlendirmesinde , Yılın	<<< iki ve üçüncü >>>	çeyreğinde büyüme hızı zayıflayacak . Ancak yılın tamamında büyüme hızını	Başkanı_Noun Axel_Undef Weber_Undef ,_Punc büyüme_Verb verilerine_Noun yönelik_Postp değerlendirmesinde_Noun ,_Punc Yılın_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	çeyreğinde_Noun büyüme_Verb hızı_Noun zayıflayacak_Verb ._Punc Ancak_Conj yılın_Noun tamamında_Noun büyüme_Verb hızını_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=327&uT=y	421298743	421298745
329	2	yıl da Agassi , Haehnel'i , Roddick de Mutis'e yine	<<< bir ve ikinci >>>	turda yenilip Paris'e erken veda etmişti . FEDERER - NADAL	yıl_Noun da_Conj Agassi_Noun ,_Punc Haehnel'i_Undef ,_Punc Roddick_Undef de_Conj Mutis'e_Undef yine_Adv	<<< bir_Det ve_Conj ikinci_Adj >>>	turda_Noun yenilip_Verb Paris'e_Undef erken_Adv veda_Noun etmişti_Verb ._Punc FEDERER_Undef -_Punc NADAL_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=328&uT=y	421826157	421826159
330	2	olduğu için görüşülemediğinden yaklaşık 1.7 milyar dolarlık kredinin bağlı olduğu	<<< bir ve ikinci >>>	gözden geçirmelerin ne zaman tamamlanacağı ise belirsizliğini koruyor . Hükümetin	olduğu_Verb için_Postp görüşülemediğinden_Verb yaklaşık_Adj 1.7_Num milyar_Noun dolarlık_Noun kredinin_Noun bağlı_Noun olduğu_Verb	<<< bir_Det ve_Conj ikinci_Adj >>>	gözden_Noun geçirmelerin_Verb ne_Adj zaman_Noun tamamlanacağı_Verb ise_Verb belirsizliğini_Adj koruyor_Verb ._Punc Hükümetin_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=329&uT=y	424592361	424592363
331	2	ilk sırayı alan takımlar direkt olarak çeyrek finale yükselirken ,	<<< iki ve üçüncü >>>	sıradaki takımlar son sekize kalabilmek için baraj maçlarında mücadele edecek	ilk_Adj sırayı_Noun alan_Verb takımlar_Noun direkt_Adv olarak_Verb çeyrek_Noun finale_Noun yükselirken_Verb ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıradaki_Noun takımlar_Noun son_Adj sekize_Adj kalabilmek_Verb için_Postp baraj_Noun maçlarında_Noun mücadele_Noun edecek_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=330&uT=y	424714549	424714551
332	2	bıraktı . Böylece Citroen pilotları François Duval ve Sebastian Loeb	<<< iki ve üçüncü >>>	sıraları aldılar . Bu sonuçla Loeb sezonun bitimine 4 yarış	bıraktı_Verb ._Punc Böylece_Adv Citroen_Noun pilotları_Noun François_Noun Duval_Undef ve_Conj Sebastian_Undef Loeb_Undef	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıraları_Noun aldılar_Verb ._Punc Bu_Det sonuçla_Noun Loeb_Undef sezonun_Noun bitimine_Noun 4_Num yarış_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=331&uT=y	424747515	424747517
333	2	ederken , iki yeni uluslararası sergi de müzenin üç ,	<<< dört ve beşinci >>>	katlarında yer alacak . Fatsa : IMF daha çok bekler	ederken_Verb ,_Punc iki_Adj yeni_Adj uluslararası_Adj sergi_Noun de_Conj müzenin_Noun üç_Adj ,_Punc	<<< dört_Adj ve_Conj beşinci_Adj >>>	katlarında_Noun yer_Noun alacak_Verb ._Punc Fatsa_Noun :_Punc IMF_Noun daha_Adv çok_Adv bekler_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=332&uT=y	425751701	425751703
334	2	4 haftada bir , 28 - 34'üncü haftayakadar 3 haftada	<<< bir ve 35'inci >>>	haftadan sonra ise haftada bir gidilmelidir . SEZARYEN EMNİYETLİ BİR	4_Num haftada_Noun bir_Det ,_Punc 28_Num -_Punc 34'üncü_Undef haftayakadar_Undef 3_Num haftada_Noun	<<< bir_Det ve_Conj 35'inci_Undef >>>	haftadan_Noun sonra_Postp ise_Verb haftada_Noun bir_Det gidilmelidir_Verb ._Punc SEZARYEN_Noun EMNİYETLİ_Noun BİR_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=333&uT=y	425890435	425890437
335	2	. Birinci , ikinci ve üçüncü sınıf öğrencileri ortada ,	<<< dört ve beşinci >>>	sınıfların erkek öğrencileri sıraların dışında ikişer metre arayla dizilmişler ;	._Punc Birinci_Adj ,_Punc ikinci_Adj ve_Conj üçüncü_Adj sınıf_Noun öğrencileri_Noun ortada_Noun ,_Punc	<<< dört_Adj ve_Conj beşinci_Adj >>>	sınıfların_Noun erkek_Noun öğrencileri_Noun sıraların_Noun dışında_Noun ikişer_Adj metre_Noun arayla_Noun dizilmişler_Verb ;_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=334&uT=y	426945443	426945445
336	2	, geçen yıl kurban bayramında ölümlü kazalar en çok tatilin	<<< bir ve dördüncü >>>	günlerinde gerçekleşti . Geçen yıl kurban bayramında meydana gelen kazalara	,_Punc geçen_Adj yıl_Noun kurban_Noun bayramında_Noun ölümlü_Noun kazalar_Noun en_Adv çok_Adv tatilin_Noun	<<< bir_Det ve_Conj dördüncü_Adj >>>	günlerinde_Noun gerçekleşti_Noun ._Punc Geçen_Adj yıl_Noun kurban_Noun bayramında_Noun meydana_Noun gelen_Verb kazalara_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=335&uT=y	427580489	427580491
337	2	Santoro 6 - 3 ve 6 - 2 aldıktan sonra	<<< üç ve dördüncü >>>	setleri Gauido 7 - 5 ve 6 - 1 kazandı	Santoro_Undef 6_Num -_Punc 3_Num ve_Conj 6_Num -_Punc 2_Num aldıktan_Verb sonra_Postp	<<< üç_Adj ve_Conj dördüncü_Adj >>>	setleri_Noun Gauido_Undef 7_Num -_Punc 5_Num ve_Conj 6_Num -_Punc 1_Num kazandı_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=336&uT=y	427907285	427907287
338	2	Peugeot ile yarışan iki sürücü Toni Gardemeister ile Manfred Stohl	<<< üç ve dördüncü >>>	sırayı alırken , Subaru sürücüleri Stephane Sarrazin ile Chris Atkinson	Peugeot_Noun ile_Postp yarışan_Verb iki_Adj sürücü_Noun Toni_Undef Gardemeister_Undef ile_Postp Manfred_Undef Stohl_Undef	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sırayı_Noun alırken_Verb ,_Punc Subaru_Noun sürücüleri_Noun Stephane_Undef Sarrazin_Undef ile_Postp Chris_Noun Atkinson_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=337&uT=y	427929011	427929013
339	2	forumuyla eş zamanlı sonuçlanan Filistin seçimleri ve Hamas'ın zaferi zirvenin	<<< üç ve dördüncü >>>	gününe imza atan gelişme oldu . İran'ın nükleer enerji konusunda	forumuyla_Noun eş_Noun zamanlı_Noun sonuçlanan_Noun Filistin_Noun seçimleri_Noun ve_Conj Hamas'ın_Noun zaferi_Noun zirvenin_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	gününe_Noun imza_Noun atan_Verb gelişme_Verb oldu_Verb ._Punc İran'ın_Noun nükleer_Adj enerji_Noun konusunda_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=338&uT=y	428135354	428135356
340	2	dirençli hale gelmiştir diye konuştu . Devlet Bakanı Babacan ,	<<< üç ve dördüncü >>>	gözden geçirmelere ait niyet mektubunun IMF'ye gönderildiğini belirtti . Babacan	dirençli_Noun hale_Noun gelmiştir_Verb diye_Postp konuştu_Verb ._Punc Devlet_Noun Bakanı_Noun Babacan_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	gözden_Noun geçirmelere_Verb ait_Postp niyet_Noun mektubunun_Noun IMF'ye_Undef gönderildiğini_Verb belirtti_Verb ._Punc Babacan_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=339&uT=y	432360101	432360103
341	2	, Bayındırlık ve İskan Bakanlığı da 734 milyon YTL'lik alımlarla	<<< iki ve üçüncü >>>	sırada yer aldı . Bu dönemde 338 ihale iptal edilirken	,_Punc Bayındırlık_Adj ve_Conj İskan_Noun Bakanlığı_Noun da_Conj 734_Num milyon_Adj YTL'lik_Undef alımlarla_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sırada_Noun yer_Noun aldı_Verb ._Punc Bu_Det dönemde_Noun 338_Num ihale_Noun iptal_Noun edilirken_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=340&uT=y	432659944	432659946
